assetCode,name,category,location,status,installDate,model,manufacturer,serialNumber,description
SCP0090,发泡1导体清洗机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0091,发泡1高频预热,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0092,发泡1挤出机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0093,发泡1下料系统,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0094,发泡1水槽,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0095,发泡1水箱,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02040009,发泡1冷水机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000280,发泡1热电容仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0096,发泡1双轮牵引,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000179,发泡1冷电容仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0097,发泡1吹干装置,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0098,发泡1喷码支架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000287,发泡1火花仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0099,发泡1计米器,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000210,发泡1凹凸仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000227,发泡1导体外径测试仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000334,发泡1偏心仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02170001,发泡1主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0100,发泡1收线架1,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02200002,发泡1烘箱主机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02120107,发泡1氮气站,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0101,发泡2放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0102,发泡2高频预热,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0103,发泡2挤出机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0104,发泡2下料系统,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0105,发泡2氮气站,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0106,发泡2水槽,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0107,发泡2水箱,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0108,发泡2热电容仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0109,发泡2冷水机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0110,发泡2双轮牵引,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0111,发泡2冷电容仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0112,发泡2吹干装置,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0113,发泡2火花仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0114,发泡2计米器,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0115,发泡2偏心仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0116,发泡2凹凸仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0117,发泡2导体测试仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0118,发泡2冷直径测试仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02170005,发泡2主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0119,发泡2收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0120,实心绝缘放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0121,实心绝缘高频预热,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02230003,实心绝缘导体清洗机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0122,实心绝缘挤出机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0123,实心绝缘色环机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0124,实心绝缘下料系统,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0125,实心绝缘水槽,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0126,实心绝缘水箱,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0127,实心绝缘冷水机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0128,实心绝缘等离子机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0129,实心绝缘双轮牵引,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0130,实心绝缘吹干装置,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0131,实心绝缘喷码支架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0132,实心绝缘火花仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0133,实心绝缘计米器,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0134,实心绝缘凹凸仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0135,实心绝缘偏心仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0136,实心绝缘导体外径测试仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0137,实心绝缘冷外径测试仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0138,实心绝缘夹线器,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02210001,实心绝缘主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0139,实心绝缘收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02030010,创展双绞放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02030012,创展双绞主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0140,创展双绞收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02120074,高登双绞放线架1-2,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02120106,高登双绞放线架3-4,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0141,高登双绞气轮夹紧器,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0142,高登双绞收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02030009,高登双绞主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0143,尼霍夫双绞放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0144,尼霍夫双绞舞蹈轮,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0145,尼霍夫双绞包带放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0146,尼霍夫双绞气轮夹紧器,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0147,尼霍夫双绞火花仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0148,尼霍夫双绞收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000940,尼霍夫双绞主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0149,KUKAMA退扭放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02150009,KUKAMA卧式放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0150,KUKAMA预绞器,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0151,KUKAMA绕包机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0152,KUKAMA气轮夹紧器,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0153,KUKAMA收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02120125,KUKAMA起重机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000892,KUKAMA主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0154,ASTAST1000收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0155,ASTAST1000牵引机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0156,ASTAST1000气轮夹紧器,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000891,ASTAST1000绕包机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000954,AST铝箔放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0157,AST放线架1-12,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130026,ASTAST1250绕包机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0158,ASTAST1250气轮夹紧器,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02030011,AST主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0159,ASTAST1250牵引机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0160,ASTAST1250收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000556,Setic1000放线架1,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000560,Setic1000放线架2,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000558,Setic1000放线架3,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0161,Setic1000预绞器,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130024,Setic1000绕包机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0162,Setic1000气轮夹紧器,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000941,Setic1000牵引机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02090020,Setic1000收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000908,Setic1000主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0163,创展1000放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0164,创展1000预绞器,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0165,创展1000绕包机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0166,创展1000牵引机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0167,创展1000收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02030008,创展1000主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0168,新创展单绞放线架1,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0169,新创展单绞放线架2,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0170,新创展单绞预绞器,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0171,新创展单绞绕包机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0172,新创展单绞牵引机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0173,新创展单绞收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001156,新创展单绞主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02120095,编织绕丝-1,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000890,编织绕丝-2,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070009,编织16-1,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070028,编织16-2,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070025,编织16-3,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070031,编织16-4,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070008,编织16-5,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070029,编织16-6,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000567,编织16-7,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000566,编织16-8,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070026,编织16-9,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070035,编织16-10,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070014,编织16-11-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0174,编织16-11-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070011,编织16-12-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001045,编织16-12-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000916,编织16-13-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130028,编织16-13-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070017,编织16-14-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130021,编织16-14-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000907,编织16-15-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130016,编织16-15-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070019,编织16-16-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05001042,编织16-16-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05001043,编织16-17-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000923,编织16-17-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000978,编织16-18,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05001031,编织16-19-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001023,编织16-19-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070018,编织16-20,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000564,编织16-21,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000563,编织16-22,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000555,编织16-23,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000553,编织16-24,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000565,编织16-25,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000552,编织16-26,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070027,编织16-27,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070032,编织16-28,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000562,编织16-29,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000554,编织16-30,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001023-1,编织16-31,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000580,编织16-32,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070015,编织24-1-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130014,编织24-1-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070024,编织24-2-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130018,编织24-2-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001051,编织24-3-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130022,编织24-3-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05001039,编织24-4-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001046,编织24-4-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070023,编织24-5,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070021,编织24-6,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001047,编织24-7,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070016,编织24-8,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001053,编织24-9,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001056,编织24-10,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001048,编织24-11,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001052,编织24-12,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001054,编织24-13,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001055,编织24-14,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070030,编织36-1-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130020,编织36-1-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0175,编织36-1-绕包牵引机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001044,编织36-2-绕包,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0176,编织36-2-绕包编码,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0177,编织36-2-绕包牵引机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070033,编织16锭钢丝机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02070022,编织24锭钢丝机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0178,四头绕包放线架1,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0179,四头绕包放线架2,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0180,四头绕包拉直器1,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0181,四头绕包拉直器2,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0182,四头绕包绕包机1,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0183,四头绕包绕包机2,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0184,四头绕包绕包机3,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0185,四头绕包绕包机4,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0186,四头绕包牵引机1,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0187,四头绕包牵引机2,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0188,四头绕包收线架1,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0189,四头绕包收线架2,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02130017,四头绕包主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0190,复绕放线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02110014,复绕色条滚印机,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000929,复绕绕包机,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0191,复绕喷码支架,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0192,复绕计米器,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000271,复绕交流火花仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000340,复绕直流火花仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000246,复绕凹凸仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000232,复绕外径测试仪,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05001033,复绕主机电柜,MECHANICAL,SCP-Production,ACTIVE,,,,,
SCP0193,复绕收线架,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02110005,喷码机KBA黑,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000959,喷码机KBA白,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02001113,喷码机白1,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000911,喷码机白2,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000974,喷码机白3,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02110010,喷码机白4,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02110006,喷码机白5,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000975,喷码机白6,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000980,喷码机白7,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000337,喷码机黑1,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02110007,喷码机黑2,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC05000905,喷码机黑4,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02110011,喷码机黑5,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02110008,喷码机黑6,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02110012,喷码机黑7,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000977,喷码机黑8,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000976,喷码机黑9,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000979,喷码机黑10,MECHANICAL,SCP-Production,ACTIVE,,,,,
BC02000978,喷码机黑11,MECHANICAL,SCP-Production,ACTIVE,,,,,
